neighbourhood_group,price
Brooklyn,100
Brooklyn,49
Brooklyn,50
Brooklyn,90
Brooklyn,49
Brooklyn,75
Brooklyn,59
Brooklyn,250
Brooklyn,63
Brooklyn,55
Brooklyn,32
Brooklyn,30
Brooklyn,100
Brooklyn,115
Brooklyn,50
Brooklyn,60
Brooklyn,60
Brooklyn,101
Brooklyn,25
Brooklyn,90
Brooklyn,115
Brooklyn,105
Brooklyn,65
Brooklyn,113
Brooklyn,125
Brooklyn,140
Brooklyn,85
Brooklyn,70
Brooklyn,45
Brooklyn,115
Brooklyn,93
Brooklyn,85
Brooklyn,55
Brooklyn,57
Brooklyn,70
Brooklyn,96
Brooklyn,50
Brooklyn,175
Brooklyn,80
Brooklyn,60
Brooklyn,75
Brooklyn,89
Brooklyn,35
Brooklyn,70
Brooklyn,59
Brooklyn,125
Brooklyn,155
Brooklyn,61
Brooklyn,40
Brooklyn,30
Brooklyn,40
Brooklyn,137
Brooklyn,58
Brooklyn,55
Brooklyn,35
Brooklyn,189
Brooklyn,42
Brooklyn,175
Brooklyn,110
Brooklyn,65
Brooklyn,350
Brooklyn,199
Brooklyn,189
Brooklyn,79
Brooklyn,80
Brooklyn,100
Brooklyn,45
Brooklyn,60
Brooklyn,65
Brooklyn,179
Brooklyn,50
Brooklyn,50
Brooklyn,189
Brooklyn,67
Brooklyn,80
Brooklyn,170
Brooklyn,43
Brooklyn,189
Brooklyn,35
Brooklyn,61
Brooklyn,205
Brooklyn,37
Brooklyn,110
Brooklyn,90
Brooklyn,130
Brooklyn,140
Brooklyn,168
Brooklyn,128
Brooklyn,64
Brooklyn,35
Brooklyn,60
Brooklyn,200
Brooklyn,199
Brooklyn,175
Brooklyn,55
Brooklyn,153
Brooklyn,39
Brooklyn,89
Brooklyn,37
Brooklyn,75
Brooklyn,225
Brooklyn,115
Brooklyn,58
Brooklyn,190
Brooklyn,119
Brooklyn,139
Brooklyn,129
Brooklyn,61
Brooklyn,60
Brooklyn,135
Brooklyn,185
Brooklyn,120
Brooklyn,206
Brooklyn,65
Brooklyn,399
Brooklyn,30
Brooklyn,125
Brooklyn,500
Brooklyn,35
Brooklyn,55
Brooklyn,80
Brooklyn,60
Brooklyn,40
Brooklyn,55
Brooklyn,62
Brooklyn,165
Brooklyn,80
Brooklyn,65
Brooklyn,50
Brooklyn,250
Brooklyn,149
Brooklyn,58
Brooklyn,199
Brooklyn,95
Brooklyn,72
Brooklyn,375
Brooklyn,75
Brooklyn,71
Brooklyn,41
Brooklyn,218
Brooklyn,210
Brooklyn,175
Brooklyn,99
Brooklyn,79
Brooklyn,110
Brooklyn,150
Brooklyn,59
Brooklyn,149
Brooklyn,129
Brooklyn,42
Brooklyn,120
Brooklyn,63
Brooklyn,220
Brooklyn,68
Brooklyn,55
Brooklyn,50
Brooklyn,60
Brooklyn,64
Brooklyn,65
Brooklyn,115
Brooklyn,38
Brooklyn,60
Brooklyn,50
Brooklyn,35
Brooklyn,70
Brooklyn,175
Brooklyn,70
Brooklyn,143
Brooklyn,55
Brooklyn,30
Brooklyn,165
Brooklyn,43
Brooklyn,70
Brooklyn,105
Brooklyn,54
Brooklyn,199
Brooklyn,145
Brooklyn,97
Brooklyn,55
Brooklyn,185
Brooklyn,255
Brooklyn,500
Brooklyn,75
Brooklyn,150
Brooklyn,64
Brooklyn,70
Brooklyn,295
Brooklyn,80
Brooklyn,69
Brooklyn,149
Brooklyn,99
Brooklyn,65
Brooklyn,149
Brooklyn,120
Brooklyn,261
Brooklyn,99
Brooklyn,49
Brooklyn,65
Brooklyn,150
Brooklyn,60
Brooklyn,69
Brooklyn,150
Brooklyn,37
Brooklyn,99
Brooklyn,51
Brooklyn,120
Brooklyn,94
Brooklyn,49
Brooklyn,99
Brooklyn,41
Brooklyn,113
Brooklyn,45
Brooklyn,200
Brooklyn,105
Brooklyn,45
Brooklyn,55
Brooklyn,37
Brooklyn,90
Brooklyn,49
Brooklyn,95
Brooklyn,155
Brooklyn,47
Brooklyn,120
Brooklyn,199
Brooklyn,155
Brooklyn,125
Brooklyn,81
Brooklyn,129
Brooklyn,130
Brooklyn,325
Brooklyn,80
Brooklyn,35
Brooklyn,75
Brooklyn,125
Brooklyn,62
Brooklyn,1002
Brooklyn,100
Brooklyn,80
Brooklyn,60
Brooklyn,75
Brooklyn,65
Brooklyn,130
Brooklyn,333
Brooklyn,149
Brooklyn,150
Brooklyn,60
Brooklyn,190
Brooklyn,100
Brooklyn,150
Brooklyn,170
Brooklyn,55
Brooklyn,80
Brooklyn,319
Brooklyn,175
Brooklyn,67
Brooklyn,90
Brooklyn,165
Brooklyn,115
Brooklyn,65
Brooklyn,70
Brooklyn,45
Brooklyn,55
Brooklyn,65
Brooklyn,160
Brooklyn,120
Brooklyn,45
Brooklyn,50
Brooklyn,51
Brooklyn,43
Brooklyn,70
Brooklyn,55
Brooklyn,50
Brooklyn,60
Brooklyn,275
Brooklyn,65
Brooklyn,135
Brooklyn,40
Brooklyn,120
Brooklyn,80
Brooklyn,58
Brooklyn,65
Brooklyn,70
Brooklyn,64
Brooklyn,100
Brooklyn,65
Brooklyn,350
Brooklyn,48
Brooklyn,85
Brooklyn,70
Brooklyn,175
Brooklyn,245
Brooklyn,45
Brooklyn,75
Brooklyn,125
Brooklyn,45
Brooklyn,154
Brooklyn,230
Brooklyn,144
Brooklyn,44
Brooklyn,75
Brooklyn,45
Brooklyn,220
Brooklyn,125
Brooklyn,150
Brooklyn,45
Brooklyn,120
Brooklyn,36
Brooklyn,48
Brooklyn,50
Brooklyn,39
Brooklyn,150
Brooklyn,100
Brooklyn,80
Brooklyn,125
Brooklyn,45
Brooklyn,60
Brooklyn,40
Brooklyn,80
Brooklyn,85
Brooklyn,135
Brooklyn,600
Brooklyn,105
Brooklyn,65
Brooklyn,50
Brooklyn,360
Brooklyn,160
Brooklyn,105
Brooklyn,130
Brooklyn,79
Brooklyn,90
Brooklyn,283
Brooklyn,70
Brooklyn,199
Brooklyn,45
Brooklyn,145
Brooklyn,69
Brooklyn,89
Brooklyn,75
Brooklyn,98
Brooklyn,50
Brooklyn,77
Brooklyn,60
Brooklyn,117
Brooklyn,89
Brooklyn,44
Brooklyn,75
Brooklyn,124
Brooklyn,60
Brooklyn,100
Brooklyn,50
Brooklyn,75
Brooklyn,75
Brooklyn,75
Brooklyn,65
Brooklyn,95
Brooklyn,40
Brooklyn,425
Brooklyn,75
Brooklyn,150
Brooklyn,49
Brooklyn,97
Brooklyn,155
Brooklyn,55
Brooklyn,45
Brooklyn,105
Brooklyn,45
Brooklyn,120
Brooklyn,125
Brooklyn,40
Brooklyn,50
Brooklyn,37
Brooklyn,65
Brooklyn,95
Brooklyn,54
Brooklyn,30
Brooklyn,25
Brooklyn,33
Brooklyn,87
Brooklyn,60
Brooklyn,99
Brooklyn,225
Brooklyn,129
Brooklyn,120
Brooklyn,100
Brooklyn,250
Brooklyn,122
Brooklyn,120
Brooklyn,60
Brooklyn,110
Brooklyn,100
Brooklyn,75
Brooklyn,205
Brooklyn,33
Brooklyn,98
Brooklyn,45
Brooklyn,65
Brooklyn,80
Brooklyn,150
Brooklyn,110
Brooklyn,149
Brooklyn,35
Brooklyn,65
Brooklyn,68
Brooklyn,36
Brooklyn,34
Brooklyn,135
Brooklyn,155
Brooklyn,40
Brooklyn,250
Brooklyn,140
Brooklyn,38
Brooklyn,350
Brooklyn,185
Brooklyn,60
Brooklyn,120
Brooklyn,34
Brooklyn,45
Brooklyn,250
Brooklyn,150
Brooklyn,100
Brooklyn,40
Brooklyn,55
Brooklyn,40
Brooklyn,55
Brooklyn,177
Brooklyn,162
Brooklyn,80
Brooklyn,35
Brooklyn,30
Brooklyn,85
Brooklyn,450
Brooklyn,90
Brooklyn,76
Brooklyn,125
Brooklyn,150
Brooklyn,92
Brooklyn,39
Brooklyn,64
Brooklyn,65
Brooklyn,162
Brooklyn,75
Brooklyn,75
Brooklyn,66
Brooklyn,100
Brooklyn,190
Brooklyn,50
Brooklyn,125
Brooklyn,90
Brooklyn,250
Brooklyn,145
Brooklyn,50
Brooklyn,219
Brooklyn,110
Brooklyn,100
Brooklyn,79
Brooklyn,207
Brooklyn,50
Brooklyn,119
Brooklyn,175
Brooklyn,49
Brooklyn,45
Brooklyn,70
Brooklyn,180
Brooklyn,145
Brooklyn,60
Brooklyn,98
Brooklyn,85
Brooklyn,120
Brooklyn,149
Brooklyn,90
Brooklyn,165
Brooklyn,70
Brooklyn,109
Brooklyn,96
Brooklyn,390
Brooklyn,78
Brooklyn,50
Brooklyn,200
Brooklyn,50
Brooklyn,200
Brooklyn,185
Brooklyn,75
Brooklyn,200
Brooklyn,40
Brooklyn,350
Brooklyn,125
Brooklyn,110
Brooklyn,38
Brooklyn,100
Brooklyn,75
Brooklyn,190
Brooklyn,39
Brooklyn,145
Brooklyn,85
Brooklyn,43
Brooklyn,40
Brooklyn,85
Brooklyn,50
Brooklyn,70
Brooklyn,33
Brooklyn,34
Brooklyn,171
Brooklyn,36
Brooklyn,65
Brooklyn,69
Brooklyn,64
Brooklyn,250
Brooklyn,40
Brooklyn,90
Brooklyn,70
Brooklyn,195
Brooklyn,75
Brooklyn,55
Brooklyn,75
Brooklyn,50
Brooklyn,28
Brooklyn,70
Brooklyn,69
Brooklyn,250
Brooklyn,30
Brooklyn,65
Brooklyn,75
Brooklyn,50
Brooklyn,160
Brooklyn,65
Brooklyn,195
Brooklyn,50
Brooklyn,95
Brooklyn,225
Brooklyn,75
Brooklyn,94
Brooklyn,100
Brooklyn,349
Brooklyn,41
Brooklyn,85
Brooklyn,150
Brooklyn,45
Brooklyn,83
Brooklyn,79
Brooklyn,70
Brooklyn,60
Brooklyn,31
Brooklyn,120
Brooklyn,176
Brooklyn,200
Brooklyn,70
Brooklyn,60
Brooklyn,150
Brooklyn,200
Brooklyn,55
Brooklyn,45
Brooklyn,75
Brooklyn,45
Brooklyn,160
Brooklyn,60
Brooklyn,125
Brooklyn,55
Brooklyn,40
Brooklyn,50
Brooklyn,135
Brooklyn,60
Brooklyn,140
Brooklyn,300
Brooklyn,75
Brooklyn,250
Brooklyn,112
Brooklyn,690
Brooklyn,60
Brooklyn,70
Brooklyn,50
Brooklyn,140
Brooklyn,619
Brooklyn,35
Brooklyn,54
Brooklyn,175
Brooklyn,135
Brooklyn,2100
Brooklyn,170
Brooklyn,125
Brooklyn,79
Brooklyn,40
Brooklyn,55
Brooklyn,130
Brooklyn,250
Brooklyn,100
Brooklyn,133
Brooklyn,100
Brooklyn,200
Brooklyn,75
Brooklyn,55
Brooklyn,200
Brooklyn,85
Brooklyn,35
Brooklyn,57
Brooklyn,125
Brooklyn,999
Brooklyn,115
Brooklyn,50
Brooklyn,115
Brooklyn,60
Brooklyn,148
Brooklyn,50
Brooklyn,79
Brooklyn,50
Brooklyn,135
Brooklyn,95
Brooklyn,295
Brooklyn,65
Brooklyn,100
Brooklyn,95
Brooklyn,140
Brooklyn,50
Brooklyn,80
Brooklyn,69
Brooklyn,125
Brooklyn,45
Brooklyn,63
Brooklyn,62
Brooklyn,99
Brooklyn,61
Brooklyn,90
Brooklyn,180
Brooklyn,380
Brooklyn,66
Brooklyn,89
Brooklyn,200
Brooklyn,175
Brooklyn,150
Brooklyn,150
Brooklyn,60
Brooklyn,106
Brooklyn,165
Brooklyn,190
Brooklyn,150
Brooklyn,62
Brooklyn,34
Brooklyn,105
Brooklyn,50
Brooklyn,200
Brooklyn,50
Brooklyn,38
Brooklyn,85
Brooklyn,29
Brooklyn,120
Brooklyn,70
Brooklyn,115
Brooklyn,225
Brooklyn,46
Brooklyn,50
Brooklyn,150
Brooklyn,45
Brooklyn,115
Brooklyn,250
Brooklyn,300
Brooklyn,45
Brooklyn,495
Brooklyn,80
Brooklyn,89
Brooklyn,55
Brooklyn,200
Brooklyn,85
Brooklyn,176
Brooklyn,99
Brooklyn,49
Brooklyn,140
Brooklyn,200
Brooklyn,59
Brooklyn,45
Brooklyn,45
Brooklyn,100
Brooklyn,35
Brooklyn,65
Brooklyn,95
Brooklyn,490
Brooklyn,98
Brooklyn,199
Brooklyn,109
Brooklyn,145
Brooklyn,165
Brooklyn,65
Brooklyn,165
Brooklyn,200
Brooklyn,54
Brooklyn,54
Brooklyn,54
Brooklyn,75
Brooklyn,60
Brooklyn,179
Brooklyn,135
Brooklyn,85
Brooklyn,70
Brooklyn,65
Brooklyn,139
Brooklyn,35
Brooklyn,100
Brooklyn,135
Brooklyn,165
Brooklyn,40
Brooklyn,100
Brooklyn,115
Brooklyn,175
Brooklyn,50
Brooklyn,85
Brooklyn,159
Brooklyn,135
Brooklyn,65
Brooklyn,99
Brooklyn,245
Brooklyn,55
Brooklyn,81
Brooklyn,348
Brooklyn,168
Brooklyn,65
Brooklyn,100
Brooklyn,119
Brooklyn,105
Brooklyn,200
Brooklyn,62
Brooklyn,65
Brooklyn,60
Brooklyn,95
Brooklyn,150
Brooklyn,99
Brooklyn,150
Brooklyn,170
Brooklyn,38
Brooklyn,60
Brooklyn,85
Brooklyn,110
Brooklyn,85
Brooklyn,65
Brooklyn,55
Brooklyn,175
Brooklyn,85
Brooklyn,179
Brooklyn,75
Brooklyn,76
Brooklyn,65
Brooklyn,45
Brooklyn,65
Brooklyn,145
Brooklyn,75
Brooklyn,70
Brooklyn,225
Brooklyn,121
Brooklyn,50
Brooklyn,109
Brooklyn,49
Brooklyn,100
Brooklyn,170
Brooklyn,80
Brooklyn,140
Brooklyn,60
Brooklyn,65
Brooklyn,200
Brooklyn,80
Brooklyn,105
Brooklyn,49
Brooklyn,180
Brooklyn,44
Brooklyn,89
Brooklyn,172
Brooklyn,223
Brooklyn,71
Brooklyn,97
Brooklyn,64
Brooklyn,59
Brooklyn,100
Brooklyn,60
Brooklyn,90
Brooklyn,175
Brooklyn,120
Brooklyn,80
Brooklyn,45
Brooklyn,89
Brooklyn,110
Brooklyn,40
Brooklyn,98
Brooklyn,35
Brooklyn,100
Brooklyn,51
Brooklyn,37
Brooklyn,91
Brooklyn,169
Brooklyn,180
Brooklyn,55
Brooklyn,67
Brooklyn,200
Brooklyn,81
Brooklyn,90
Brooklyn,75
Brooklyn,65
Brooklyn,126
Brooklyn,40
Brooklyn,129
Brooklyn,92
Brooklyn,78
Brooklyn,44
Brooklyn,75
Brooklyn,300
Brooklyn,135
Brooklyn,43
Brooklyn,100
Brooklyn,300
Brooklyn,144
Brooklyn,60
Brooklyn,45
Brooklyn,150
Brooklyn,79
Brooklyn,117
Brooklyn,91
Brooklyn,325
Brooklyn,115
Brooklyn,75
Brooklyn,110
Brooklyn,50
Brooklyn,115
Brooklyn,80
Brooklyn,110
Brooklyn,49
Brooklyn,45
Brooklyn,57
Brooklyn,409
Brooklyn,49
Brooklyn,265
Brooklyn,215
Brooklyn,54
Brooklyn,79
Brooklyn,80
Brooklyn,85
Brooklyn,99
Brooklyn,84
Brooklyn,105
Brooklyn,150
Brooklyn,110
Brooklyn,50
Brooklyn,175
Brooklyn,50
Brooklyn,51
Brooklyn,55
Brooklyn,85
Brooklyn,60
Brooklyn,295
Brooklyn,35
Brooklyn,50
Brooklyn,44
Brooklyn,120
Brooklyn,50
Brooklyn,87
Brooklyn,62
Brooklyn,50
Brooklyn,29
Brooklyn,150
Brooklyn,80
Brooklyn,35
Brooklyn,150
Brooklyn,150
Brooklyn,159
Brooklyn,140
Brooklyn,159
Brooklyn,49
Brooklyn,55
Brooklyn,50
Brooklyn,50
Brooklyn,40
Brooklyn,189
Brooklyn,300
Brooklyn,150
Brooklyn,60
Brooklyn,60
Brooklyn,85
Brooklyn,80
Brooklyn,61
Brooklyn,45
Brooklyn,70
Brooklyn,165
Brooklyn,112
Brooklyn,39
Brooklyn,75
Brooklyn,130
Brooklyn,40
Brooklyn,205
Brooklyn,45
Brooklyn,49
Brooklyn,450
Brooklyn,45
Brooklyn,199
Brooklyn,55
Brooklyn,33
Brooklyn,149
Brooklyn,80
Brooklyn,120
Brooklyn,73
Brooklyn,44
Brooklyn,57
Brooklyn,100
Brooklyn,75
Brooklyn,45
Brooklyn,65
Brooklyn,132
Brooklyn,45
Brooklyn,436
Brooklyn,140
Brooklyn,170
Brooklyn,200
Brooklyn,60
Brooklyn,45
Brooklyn,60
Brooklyn,55
Brooklyn,235
Brooklyn,125
Brooklyn,48
Brooklyn,104
Brooklyn,325
Brooklyn,40
Brooklyn,80
Brooklyn,260
Brooklyn,66
Brooklyn,80
Brooklyn,80
Brooklyn,935
Brooklyn,100
Brooklyn,64
Brooklyn,290
Brooklyn,70
Brooklyn,95
Brooklyn,150
Brooklyn,169
Brooklyn,25
Brooklyn,60
Brooklyn,55
Brooklyn,150
Brooklyn,45
Brooklyn,199
Brooklyn,60
Brooklyn,170
Brooklyn,55
Brooklyn,60
Brooklyn,100
Brooklyn,150
Brooklyn,285
Brooklyn,155
Brooklyn,60
Brooklyn,184
Brooklyn,50
Brooklyn,60
Brooklyn,50
Brooklyn,119
Brooklyn,190
Brooklyn,100
Brooklyn,75
Brooklyn,60
Brooklyn,50
Brooklyn,200
Brooklyn,95
Brooklyn,80
Brooklyn,50
Brooklyn,105
Brooklyn,1300
Brooklyn,70
Brooklyn,50
Brooklyn,67
Brooklyn,90
Brooklyn,80
Brooklyn,41
Brooklyn,50
Brooklyn,91
Brooklyn,60
Brooklyn,50
Brooklyn,65
Brooklyn,53
Brooklyn,65
Brooklyn,280
Brooklyn,60
Brooklyn,800
Brooklyn,70
Brooklyn,60
Brooklyn,50
Brooklyn,120
Brooklyn,150
Brooklyn,75
Brooklyn,160
Brooklyn,45
Brooklyn,65
Brooklyn,52
Brooklyn,177
Brooklyn,175
Brooklyn,150
Brooklyn,75
Brooklyn,41
Brooklyn,135
Brooklyn,195
Brooklyn,30
Brooklyn,50
Brooklyn,40
Brooklyn,75
Brooklyn,65
Brooklyn,250
Brooklyn,55
Brooklyn,225
Brooklyn,99
Brooklyn,90
Brooklyn,20
Brooklyn,380
Brooklyn,105
Brooklyn,35
Brooklyn,200
Brooklyn,105
Brooklyn,50
Brooklyn,75
Brooklyn,128
Brooklyn,76
Brooklyn,45
Brooklyn,80
Brooklyn,75
Brooklyn,89
Brooklyn,80
Brooklyn,180
Brooklyn,125
Brooklyn,80
Brooklyn,47
Brooklyn,139
Brooklyn,57
Brooklyn,150
Brooklyn,43
Brooklyn,125
Brooklyn,50
Brooklyn,60
Brooklyn,160
Brooklyn,100
Brooklyn,50
Brooklyn,70
Brooklyn,99
Brooklyn,70
Brooklyn,225
Brooklyn,31
Brooklyn,40
Brooklyn,37
Brooklyn,239
Brooklyn,85
Brooklyn,62
Brooklyn,99
Brooklyn,50
Brooklyn,120
Brooklyn,180
Brooklyn,80
Brooklyn,90
Brooklyn,110
Brooklyn,100
Brooklyn,80
Brooklyn,70
Brooklyn,70
Brooklyn,195
Brooklyn,225
Brooklyn,175
Brooklyn,225
Brooklyn,135
Brooklyn,135
Brooklyn,195
Brooklyn,80
Brooklyn,60
Brooklyn,99
Brooklyn,79
Brooklyn,125
Brooklyn,89
Brooklyn,70
Brooklyn,110
Brooklyn,145
Brooklyn,50
Brooklyn,200
Brooklyn,100
Brooklyn,120
Brooklyn,73
Brooklyn,100
Brooklyn,99
Brooklyn,300
Brooklyn,42
Brooklyn,170
Brooklyn,109
Brooklyn,265
Brooklyn,44
Brooklyn,1000
Brooklyn,150
Brooklyn,95
Brooklyn,150
Brooklyn,65
Brooklyn,150
Brooklyn,30
Brooklyn,250
Brooklyn,180
Brooklyn,52
Brooklyn,190
Brooklyn,150
Brooklyn,150
Brooklyn,70
Brooklyn,70
Brooklyn,26
Brooklyn,150
Brooklyn,50
Brooklyn,85
Brooklyn,475
Brooklyn,179
Brooklyn,110
Brooklyn,35
Brooklyn,195
Brooklyn,325
Brooklyn,100
Brooklyn,80
Brooklyn,80
Brooklyn,275
Brooklyn,123
Brooklyn,196
Brooklyn,500
Brooklyn,165
Brooklyn,230
Brooklyn,90
Brooklyn,200
Brooklyn,160
Brooklyn,66
Brooklyn,60
Brooklyn,124
Brooklyn,79
Brooklyn,65
Brooklyn,170
Brooklyn,72
Brooklyn,75
Brooklyn,35
Brooklyn,45
Brooklyn,115
Brooklyn,150
Brooklyn,50
Brooklyn,100
Brooklyn,45
Brooklyn,39
Brooklyn,219
Brooklyn,220
Brooklyn,85
Brooklyn,77
Brooklyn,88
Brooklyn,90
Brooklyn,41
Brooklyn,65
Brooklyn,95
Brooklyn,140
Brooklyn,67
Brooklyn,60
Brooklyn,45
Brooklyn,350
Brooklyn,65
Brooklyn,575
Brooklyn,400
Brooklyn,90
Brooklyn,200
Brooklyn,155
Brooklyn,70
Brooklyn,100
Brooklyn,85
Brooklyn,65
Brooklyn,45
Brooklyn,80
Brooklyn,100
Brooklyn,160
Brooklyn,45
Brooklyn,195
Brooklyn,100
Brooklyn,1000
Brooklyn,120
Brooklyn,50
Brooklyn,75
Brooklyn,225
Brooklyn,125
Brooklyn,175
Brooklyn,65
Brooklyn,45
Brooklyn,120
Brooklyn,40
Brooklyn,178
Brooklyn,89
Brooklyn,50
Brooklyn,80
Brooklyn,250
Brooklyn,100
Brooklyn,65
Brooklyn,62
Brooklyn,125
Brooklyn,175
Brooklyn,75
Brooklyn,30
Brooklyn,50
Brooklyn,28
Brooklyn,69
Brooklyn,50
Brooklyn,49
Brooklyn,60
Brooklyn,50
Brooklyn,110
Brooklyn,100
Brooklyn,42
Brooklyn,129
Brooklyn,350
Brooklyn,165
Brooklyn,60
Brooklyn,140
Brooklyn,140
Brooklyn,37
Brooklyn,69
Brooklyn,50
Brooklyn,55
Brooklyn,199
Brooklyn,90
Brooklyn,65
Brooklyn,65
Brooklyn,51
Brooklyn,125
Brooklyn,90
Brooklyn,40
Brooklyn,120
Brooklyn,60
Brooklyn,105
Brooklyn,90
Brooklyn,128
Brooklyn,125
Brooklyn,40
Brooklyn,700
Brooklyn,69
Brooklyn,225
Brooklyn,50
Brooklyn,45
Brooklyn,43
Brooklyn,225
Brooklyn,109
Brooklyn,81
Brooklyn,53
Brooklyn,499
Brooklyn,201
Brooklyn,80
Brooklyn,80
Brooklyn,59
Brooklyn,150
Brooklyn,175
Brooklyn,120
Brooklyn,100
Brooklyn,189
Brooklyn,85
Brooklyn,40
Brooklyn,63
Brooklyn,150
Brooklyn,70
Brooklyn,67
Brooklyn,35
Brooklyn,100
Brooklyn,158
Brooklyn,30
Brooklyn,52
Brooklyn,225
Brooklyn,60
Brooklyn,45
Brooklyn,175
Brooklyn,150
Brooklyn,76
Brooklyn,200
Brooklyn,170
Brooklyn,50
Brooklyn,150
Brooklyn,99
Brooklyn,117
Brooklyn,99
Brooklyn,75
Brooklyn,195
Brooklyn,115
Brooklyn,269
Brooklyn,40
Brooklyn,200
Brooklyn,300
Brooklyn,95
Brooklyn,99
Brooklyn,75
Brooklyn,300
Brooklyn,65
Brooklyn,85
Brooklyn,65
Brooklyn,117
Brooklyn,250
Brooklyn,70
Brooklyn,80
Brooklyn,85
Brooklyn,400
Brooklyn,75
Brooklyn,80
Brooklyn,136
Brooklyn,101
Brooklyn,43
Brooklyn,319
Brooklyn,56
Brooklyn,200
Brooklyn,50
Brooklyn,150
Brooklyn,60
Brooklyn,150
Brooklyn,44
Brooklyn,79
Brooklyn,150
Brooklyn,75
Brooklyn,50
Brooklyn,56
Brooklyn,220
Brooklyn,42
Brooklyn,50
Brooklyn,110
Brooklyn,35
Brooklyn,115
Brooklyn,75
Brooklyn,99
Brooklyn,49
Brooklyn,113
Brooklyn,650
Brooklyn,67
Brooklyn,60
Brooklyn,155
Brooklyn,39
Brooklyn,115
Brooklyn,55
Brooklyn,133
Brooklyn,79
Brooklyn,52
Brooklyn,75
Brooklyn,125
Brooklyn,105
Brooklyn,140
Brooklyn,70
Brooklyn,36
Brooklyn,46
Brooklyn,150
Brooklyn,73
Brooklyn,60
Brooklyn,110
Brooklyn,60
Brooklyn,270
Brooklyn,35
Brooklyn,77
Brooklyn,59
Brooklyn,45
Brooklyn,89
Brooklyn,75
Brooklyn,100
Brooklyn,250
Brooklyn,50
Brooklyn,160
Brooklyn,97
Brooklyn,75
Brooklyn,65
Brooklyn,95
Brooklyn,68
Brooklyn,150
Brooklyn,65
Brooklyn,55
Brooklyn,100
Brooklyn,89
Brooklyn,100
Brooklyn,68
Brooklyn,56
Brooklyn,80
Brooklyn,51
Brooklyn,180
Brooklyn,50
Brooklyn,80
Brooklyn,79
Brooklyn,94
Brooklyn,65
Brooklyn,50
Brooklyn,120
Brooklyn,500
Brooklyn,600
Brooklyn,300
Brooklyn,149
Brooklyn,80
Brooklyn,70
Brooklyn,80
Brooklyn,75
Brooklyn,79
Brooklyn,55
Brooklyn,115
Brooklyn,120
Brooklyn,77
Brooklyn,100
Brooklyn,65
Brooklyn,75
Brooklyn,40
Brooklyn,50
Brooklyn,375
Brooklyn,229
Brooklyn,175
Brooklyn,40
Brooklyn,329
Brooklyn,175
Brooklyn,200
Brooklyn,75
Brooklyn,120
Brooklyn,100
Brooklyn,85
Brooklyn,70
Brooklyn,114
Brooklyn,225
Brooklyn,80
Brooklyn,250
Brooklyn,40
Brooklyn,140
Brooklyn,75
Brooklyn,55
Brooklyn,145
Brooklyn,95
Brooklyn,69
Brooklyn,175
Brooklyn,55
Brooklyn,110
Brooklyn,150
Brooklyn,60
Brooklyn,55
Brooklyn,65
Brooklyn,163
Brooklyn,60
Brooklyn,46
Brooklyn,150
Brooklyn,47
Brooklyn,120
Brooklyn,73
Brooklyn,128
Brooklyn,121
Brooklyn,250
Brooklyn,75
Brooklyn,95
Brooklyn,65
Brooklyn,150
Brooklyn,120
Brooklyn,100
Brooklyn,143
Brooklyn,40
Brooklyn,185
Brooklyn,85
Brooklyn,99
Brooklyn,125
Brooklyn,35
Brooklyn,90
Brooklyn,40
Brooklyn,250
Brooklyn,50
Brooklyn,75
Brooklyn,65
Brooklyn,115
Brooklyn,50
Brooklyn,130
Brooklyn,150
Brooklyn,75
Brooklyn,38
Brooklyn,200
Brooklyn,90
Brooklyn,150
Brooklyn,92
Brooklyn,135
Brooklyn,45
Brooklyn,175
Brooklyn,99
Brooklyn,45
Brooklyn,60
Brooklyn,80
Brooklyn,35
Brooklyn,55
Brooklyn,95
Brooklyn,41
Brooklyn,40
Brooklyn,41
Brooklyn,150
Brooklyn,45
Brooklyn,190
Brooklyn,62
Brooklyn,175
Brooklyn,225
Brooklyn,65
Brooklyn,70
Brooklyn,70
Brooklyn,51
Brooklyn,50
Brooklyn,90
Brooklyn,105
Brooklyn,130
Brooklyn,100
Brooklyn,85
Brooklyn,75
Brooklyn,75
Brooklyn,50
Brooklyn,99
Brooklyn,85
Brooklyn,92
Brooklyn,195
Brooklyn,69
Brooklyn,250
Brooklyn,40
Brooklyn,150
Brooklyn,175
Brooklyn,50
Brooklyn,70
Brooklyn,129
Brooklyn,135
Brooklyn,125
Brooklyn,85
Brooklyn,119
Brooklyn,125
Brooklyn,200
Brooklyn,65
Brooklyn,65
Brooklyn,65
Brooklyn,160
Brooklyn,450
Brooklyn,203
Brooklyn,50
Brooklyn,100
Brooklyn,142
Brooklyn,190
Brooklyn,61
Brooklyn,105
Brooklyn,50
Brooklyn,60
Brooklyn,65
Brooklyn,50
Brooklyn,100
Brooklyn,50
Brooklyn,300
Brooklyn,75
Brooklyn,95
Brooklyn,85
Brooklyn,80
Brooklyn,400
Brooklyn,325
Brooklyn,50
Brooklyn,55
Brooklyn,180
Brooklyn,80
Brooklyn,120
Brooklyn,525
Brooklyn,90
Brooklyn,130
Brooklyn,155
Brooklyn,130
Brooklyn,75
Brooklyn,75
Brooklyn,80
Brooklyn,43
Brooklyn,60
Brooklyn,175
Brooklyn,250
Brooklyn,76
Brooklyn,60
Brooklyn,80
